小区地址,所属区域,邮    编,环线位置,产权描述,物业类别,建筑年代,开 发 商,建筑结构,建筑类型,建筑面积,占地面积,房屋总数,楼栋总数,物业公司,绿 化 率,容 积 率,物业办公电话,物 业 费,附加信息,物业办公地点,本段合作编辑者
洪山区东湖新技术开发区马湖路2号,洪山区 新南湖,430072,二至中环,70年,住宅,2015年建成,保利（武汉）房地产开发有限公司,钢混框架结构,板楼,塔楼,板塔结合,1300000平方米,418885平方米,12316户,87栋,保利(武汉)物业管理公司,36%,1.50,87759036,1.80元/平米·月,高层物业1.8,小高层1.5,3期22栋,黄建挺 赵新亮 刘涛
洪山区武昌街道口南路6号,洪山区 街道口,430070,二至中环,70年,住宅,2000年建成,湖北华中地产物业发展有限公司,钢筋混凝土,塔楼,14000平方米,814户,21栋,泰合物业管理公司,40%,4.60,027-87863349,0.40元/平米·月,2栋和3栋之间，有挂物业的招牌
洪山区华师东南门旁边,洪山区 街道口,430079,二至中环,住宅,1991年建成,塔楼,281户,12栋,35.69%,2.39,0.50元/平米·月
洪山区珞狮南路马房山隧道西侧（武汉理...,洪山区 街道口,430070,内至二环,该项目产权70年,住宅,2016年建成,湖北乾坤置业有限公司,框架结构,板楼,板塔结合,73627平方米,13796平方米,1344户,3栋,锦绣雅园物业公司,28.22%,4.10,1.80元/平米·月,该项目物业费为1.8元/平方米·月
洪山区洪山区珞喻路307号,洪山区 卓刀泉,430070,二至中环,70年产权,住宅,2000年建成,钢筋混凝土,塔楼,18600平方米,7072平方米,232户,6栋,30.20%,2.63,1.00元/平米·月,每平方每月收费1元
洪山区卓刀泉路271号,洪山区 卓刀泉,430070,二至三环,70年,住宅,2016年建成,武汉五环集团,钢筋混凝土,塔楼,52400平方米,18714平方米,948户,28栋,五环物业,35%,2.80,0.80元/平米·月,卓豹路的大门进去直走过第二个花坛即到
洪山区雄楚大道299号,洪山区 街道口,430070,二至中环,70年产权,住宅,2003年建成,武汉新天第置业有限公司,钢筋混凝土,板楼,39337平方米,14944平方米,244户,5栋,武汉丽岛物业管理有限公司,35.03%,2.63,027-87393895,0.60元/平米·月,0.6-0.9元/平米·月,1号楼1楼
洪山区武汉市洪山区文秀街18号,洪山区 珞狮南路,430070,2002/6/7至2072/4/30,住宅,2005年建成,联合置业（武汉）有限公司,钢筋混凝土,板楼,60000平方米,396户,7栋,武汉丽岛物业管理有限公司,35%,2.02,027-87393030,1.20元/平米·月
洪山区东湖开发区珞狮南路501号,洪山区 珞狮南路,430070,70年产权,住宅,2003年建成,武汉南湖农业园科技创业有限公司,钢筋混凝土,塔楼,61000平方米,25659平方米,288户,5栋,深圳非凡物业管理公司,57.90%,1.90,02787394586,1.50元/平米·月,小高层:0.6-1元/平米·月,吴辉
洪山区雄楚大道699号,洪山区 卓刀泉,430070,70年,住宅,2003年建成,武汉市洪荣物业发展有限公司,钢筋混凝土,板楼,38000平方米,22000平方米,372户,6栋,居安物业,32%,1.73,027-87878700,0.40元/平米·月,7栋
洪山区天鹅路11号,洪山区 街道口,430071,内至二环,70年,住宅,2003年建成,市政建设,钢筋混凝土,塔楼,68000平方米,35000平方米,518户,6栋,30%,2.30,027-87233401,0.80元/平米·月,小区内独栋二层的物业办事处
洪山区洪山区卓刀泉南路伏虎山庄（华师...,洪山区 卓刀泉,430079,二至中环,70年产权,住宅,2000年建成,武汉京楚房地产开发有限公司,框架,塔楼,6500平方米,3100平方米,112户,2栋,京楚房地产,28%,2.10,每平方每月收费0.6元,0.60元/平米·月,0.6元/平米·月
洪山区康福路与楚康路交叉口西50米,洪山区 卓刀泉,430000,二至三环,住宅,塔楼,106179平方米,1863平方米,528户,2栋,2.90%,2.90
洪山区雄楚大道261号,洪山区 街道口,430070,二至中环,70年产权,住宅,2005年建成,武汉海鼎置业有限公司,钢筋混凝土,塔楼,12732平方米,2570平方米,230户,1栋,武汉天源物业管理有限责任公司,34%,4.40,027-87387816,1.70元/平米·月,每平方每月收费1.7元,1栋1楼，门岗亭旁边,彭元 翟斌
洪山区街道口与武汉大学正门之间,洪山区 街道口,430070,二至中环,该项目产权为70年,住宅,2001年建成,框架,塔楼,32户,1栋,22%,2.50,0.40元/平米·月,0.4元/平米·月
洪山区石牌岭珞西街亚贸广场后方,洪山区 街道口,430070,二至中环,70年,住宅,2007年建成,钢筋混凝土,塔楼,25800平方米,15449平方米,370户,6栋,35.60%,1.67,0.50元/平米·月
洪山区洪山区珞瑜路370号,洪山区 卓刀泉,430079,二至中环,项目产权为70年,住宅,2001年建成,框架、框剪结构,塔楼,133户,5栋,33%,2.20,0.50元/平米·月
洪山区珞狮南路507号,洪山区 珞狮南路,430072,二至中环,该项目产权为70年,住宅,2012年建成,武汉恒基永隆置业有限公司,框架,板楼,28000平方米,5200平方米,458户,1栋,武汉佳诚物业管理有限公司,39%,4.98,027-87229828,1.80元/平米·月,大门旁
洪山区雄楚大道478号电力职工医院内,洪山区 卓刀泉,430079,二至中环,70年,住宅,市政建设,钢筋混凝土,板楼,108户,3栋,小区自主物业
洪山区街道口珞狮路8号,洪山区 街道口,430070,二至中环,70年,住宅,1995年建成,市政建设,钢筋混凝土,塔楼,161923平方米,55835平方米,424户,8栋,武汉枫林物业管理有限公司,32.50%,2.90,0.80元/平米·月
洪山区雄楚大道幸福村关家咀12号,洪山区 街道口,430200,内至二环,70年产权,住宅,2011年建成,武汉普提金幸福建设开发有限公司,钢筋混凝土,板楼,32400平方米,9257平方米,371户,2栋,武汉名星物业.,28%,3.60,027-87373066,1.30元/平米·月,1.4元/平米·月,小区1栋楼下,王睿楠 翟斌 彭元
洪山区珞瑜路8号（群光广场后）,洪山区 街道口,430070,二至中环,群光上苑项目普通住宅产权为70年,住宅,2016年建成,群百实业有限公司,钢筋混凝土,板楼,122712平方米,13353平方米,822户,5栋,群泰物业,35%,5.50,3.70元/平米·月,住宅3.7元/㎡·月
洪山区武珞路378号,洪山区 街道口,430079,内至二环,70年产权,住宅,2012年建成,中国水务地产集团湖北有限公司,钢筋混凝土,塔楼,45490平方米,5852平方米,336户,1栋,武汉未来城物业管理有限公司,35.36%,5.97,027-87571227,2.30元/平米·月,每平方每月收费2.3元,B座4楼
洪山区洪山区雄楚大街狮城名居旁省检察...,洪山区 街道口,430074,二至中环,住宅,2002年建成,塔楼,456户,6栋,32.55%,2.36,0.50元/平米·月
洪山区雄楚大道261号,洪山区 街道口,430079,二至中环,70年产权,住宅,1998年建成,钢筋混凝土,塔楼,399户,8栋,20050607235419.,32%,2.90,0.50元/平米·月,物业费0.5元/平米·月,彭元 翟斌
洪山区雄楚大道小河西村(湖北交通职业学...,洪山区 卓刀泉,430074,二至中环,住宅,2011年建成,湖北昕阳房地产开发有限公司,钢筋混凝土,塔楼,20000平方米,2666平方米,242户,1栋,武汉馨源物业管理有限公司,30%,3.00,1.50元/平米·月,1.5-2元/平米·月（暂定）
洪山区广八路邱家湾2号（银海雅苑旁）,洪山区 街道口,430070,二至中环,该项目产权为70年,住宅,2014年建成,武汉银海置业有限公司,框剪,板塔结合,54605平方米,1733平方米,468户,3栋,中海物业管理（深圳）有限公司,35.20%,3.49,2.35元/平米·月,2.35元/平
洪山区街道口珞狮北路武大市政宿舍,洪山区 街道口,430070,二至中环,70年,住宅,1998年建成,钢筋混凝土,塔楼,35000平方米,14644平方米,180户,6栋,35%,2.39,0.70元/平米·月
洪山区卓刀泉南路与卓豹路步行街交汇处,洪山区 街道口,430070,二至中环,70年产权,住宅,2001年建成,市政建设,钢筋混凝土,塔楼,1094户,36栋,小区自主物业,31%,2.30,0.50元/平米·月,0.5-1元/平米·月
洪山区洪山区卓刀泉北路38,洪山区 卓刀泉,430070,内至二环,70年产权,住宅,1985年建成,市政建设,钢筋混凝土,塔楼,72000平方米,42857平方米,136户,4栋,富丽雅花园物业管理公司,37.80%,1.68,027 87878700,0.35元/平米·月,每平方每月收费0.35元,小区入口值班室
洪山区雄楚大街419号,洪山区 卓刀泉,430079,内环以内,70年产权,住宅,2004年建成,湖北武汉雄飞有限公司,钢筋混凝土,塔楼,5000平方米,6372平方米,140户,4栋,馨源物业,38%,1.78,0.60元/平米·月,每平方每月收费0.6元
洪山区白沙洲大道往白沙三路前行300米,洪山区 白沙洲,430000,二至中环,喜瑞都普通住宅产权为70年,住宅,2019年建成,武汉阳光嘉业房地产开发有限公司,板楼,193227平方米,33651平方米,武汉乐享生活物业服务有限公司,35%,4.59,2.80元/㎡·月,物业管理费2.8元/㎡·月
洪山区八一路武大附近广八路丰颐大酒店...,洪山区 街道口,430079,二至中环,住宅,1998年建成,钢筋混凝土,塔楼,444户,13栋,33%,2.36,0.60元/平米·月
洪山区雄楚大道229-1号,洪山区 街道口,430070,二至中环,70年产权,住宅,2006年建成,武汉泛亚投资有限公司,钢筋混凝土,塔楼,41622平方米,11276平方米,466户,4栋,湖北睿科物业管理有限责任公司,30%,3.69,87108859,1.90元/平米·月,小高层住宅1.4/1.9/平米·月 高层住宅 ...,综合楼A座2单元
洪山区广八路30号,洪山区 街道口,430079,二至中环,70年产权,住宅,1994年建成,钢筋混凝土,塔楼,147户,2栋,小区自主物业,31.50%,2.89,1.00元/平米·月,物业费1元/平米·月
