2.50元/㎡/月,公寓,湖北清能佳苑物业服务有限公司,3.8,暂无数据,2018年,15547元/m²,35%(一般),武汉清能普提金置业有限公司,暂无数据,暂无数据
暂无数据,公寓,暂无数据,暂无数据,暂无数据,暂无数据,11739元/m²,暂无数据,暂无数据,暂无数据,暂无数据
3.50元/平米/月,公寓,湖北保利物业管理有限公司,5.2,暂无数据,暂无数据,14559元/m²,30%(一般),湖北保利普提金置业有限公司,暂无数据,暂无数据
3.98元/平米/月,别墅,湖北水蓝郡物业管理公司,0.6,暂无数据,2008年,36666元/m²,50%(高),湖北长城建设实业有限公司,暂无数据,暂无数据
2.00元/平米/月,别墅,世茂物业管理公司,2.27,暂无数据,暂无数据,37433元/m²,35%(一般),世茂集团,暂无数据,暂无数据
1.70元/平米/月,别墅,绿城物业服务集团有限公司湖北分公司,2.3,暂无数据,2017年,26928元/m²,35%(一般),武汉阳光嘉业房地产开发有限公司,暂无数据,暂无数据
0.00元/㎡/月,别墅,武汉大华物业管理有限公司,暂无数据,暂无数据,2014年,43122元/m²,32%(一般),武汉佳和房地产开发公司,暂无数据,暂无数据
2.00元/平米/月,别墅,湖北楚天都市物业有限公司,2.43,暂无数据,2016年,27480元/m²,35%(一般),武汉楚天都市置业有限公司,暂无数据,暂无数据
2.00元/平米/月,别墅,武汉保利物业管理有限公司,2.8,暂无数据,2012年,42086元/m²,35%(一般),武汉林海房地产开发有限公司,暂无数据,暂无数据
暂无数据,别墅,深圳市泰然物业管理服务有限公司武汉分公司,1.06,暂无数据,2011年,39641元/m²,35%(一般),武汉市深业泰然房地产开发有限公司,暂无数据,暂无数据
暂无数据,别墅,武汉佳诚物业管理有限公司,0.96,暂无数据,2009年,34074元/m²,35%(一般),武汉佳和房地产开发有限公司,暂无数据,暂无数据
2.60元/平米/月,别墅,大华物业有限公司,1.73,暂无数据,2008年,50747元/m²,35%(一般),大华集团(武汉)房地产有限公司,暂无数据,暂无数据
3.80元/㎡/月,公寓,中国水电自有物业公司,3.08,暂无数据,2019年,20277元/m²,30%(一般),武汉熙悦房地产有限公司,暂无数据,暂无数据
1.80元/平米/月,别墅,保利(武汉)物业管理有限公司,暂无数据,暂无数据,2015年,42027元/m²,37%(一般),保利(武汉)房地产开发有限公司,暂无数据,暂无数据
暂无数据,暂无数据,湖北武汉葛洲坝物业管理有限公司,0.58,暂无数据,2015年,25770元/m²,38%(一般),葛洲坝海集房地产开发有限公司,暂无数据,暂无数据
1.60元/平米/月,公寓,碧桂园物业发展有限公司,3.18,暂无数据,2014年,15257元/m²,43%(高),武汉生态城碧桂园投资有限公司,暂无数据,暂无数据
2.40元/㎡/月,公寓,保利(武汉)物业管理有限公司,暂无数据,暂无数据,2018年,20765元/m²,35%(一般),武汉保利康桥房地产开发有限公司,暂无数据,暂无数据
2.50元/平米/月,公寓,暂无数据,5.09,暂无数据,2017年,22361元/m²,30%(一般),湖北中信鑫鑫置业开发有限公司,暂无数据,暂无数据
暂无数据,别墅,中建三局物业公司,暂无数据,暂无数据,2016年,30039元/m²,暂无数据,武汉市鼎顺祥城房地产开发有限公司,暂无数据,暂无数据
2.40元/㎡/月,公寓,湖北楚天中大物业管理有限公司,2.43,暂无数据,2016年,15539元/m²,35%(一般),武汉楚天都市置业有限公司,暂无数据,暂无数据
1.60元/平米/月,公寓,业主自营,2.6,暂无数据,2015年,13495元/m²,31%(一般),湖北福星惠誉欢乐谷置业有限公司,暂无数据,暂无数据
2.00元/平米/月,公寓,嘉丰物业有限公司,暂无数据,暂无数据,1997年,11538元/m²,20%(一般),暂无数据,暂无数据,暂无数据
1.80元/平米/月,普通住宅,武汉大华物业管理有限公司,暂无数据,435,2014年,24550元/m²,35%(一般),大华集团（武汉）房地产有限公司,暂无数据,暂无数据
2.80元/平米/月,公寓,四川嘉宝资产管理集团有限公司武汉分公司,2.4,1094,2016年,20123元/m²,34%(一般),武汉和骏置业有限公司,暂无数据,暂无数据
2.48元/㎡/月,公寓,深圳市彩生活服务集团有限公司,2.7,217,2015年,24408元/m²,35%(一般),花样年控股集团有限公司,暂无数据,暂无数据
1.20元/平米/月,公寓,武汉沁园物业管理有限公司,暂无数据,800,2010年,19421元/m²,31%(一般),武汉曙光集团有限责任公司,暂无数据,暂无数据
1.65元/㎡/月,公寓,港联物业(武汉)有限公司,暂无数据,暂无数据,2011年,40650元/m²,36%(一般),湖北长源房地产开发有限责任公司,暂无数据,暂无数据
